Label,Symmetry Number,Number of optical isomers,Symmetry Group,Rotational constant (cm-1),"Calculated Frequencies (unscaled and prior to projection, cm^-1)",Electronic energy (J/mol),"E0 (electronic energy + ZPE, J/mol)",E0 with atom and bond corrections (J/mol),Atom XYZ coordinates (angstrom),T1 diagnostic,D1 diagnostic
C2H6,6,1,D3d,"2.69, 0.66, 0.66","305.5, 827.2, 827.8, 997.1, 1219.0, 1219.3, 1410.1, 1425.6, 1504.8, 1505.0, 1507.6, 1507.7, 3025.6, 3026.3, 3071.6, 3071.7, 3096.8, 3097.0",-209263365.81093597,-209070054.77222446,-93621.2330111633,"C    0.000754    0.001193    0.000552, H    0.00074    0.001171    1.094138, H    1.043766    0.001171    -0.328202, H    -0.447603    0.942895    -0.328253, C    -0.760142    -1.203896    -0.557483, H    -0.760128    -1.203874    -1.651069, H    -0.311785    -2.145598    -0.228678, H    -1.803154    -1.203874    -0.228729",0.101,
